,n1_field,n1_energy,n2_field,n2_energy
94,-163.06306306306305,-3.143184443421886e-24,-163.06306306306305,-3.444593542635181e-24
95,-162.88288288288288,-3.1371364692216415e-24,-162.88288288288288,-3.438090004663488e-24
96,-162.7027027027027,-3.1310920594337024e-24,-162.7027027027027,-3.431589690265563e-24
97,-162.5225225225225,-3.1250512216660564e-24,-162.5225225225225,-3.425092612924516e-24
98,-162.34234234234233,-3.119013963508259e-24,-162.34234234234233,-3.418598786002519e-24
99,-162.16216216216216,-3.112980292532093e-24,-162.16216216216216,-3.4121082227433504e-24
100,-161.981981981982,-3.1069502162916607e-24,-161.981981981982,-3.405620936275589e-24
101,-161.8018018018018,-3.1009237423243262e-24,-161.8018018018018,-3.399136939615625e-24
102,-161.6216216216216,-3.094900878150244e-24,-161.6216216216216,-3.392656245669916e-24
103,-161.44144144144144,-3.088881631273488e-24,-161.44144144144144,-3.38617886723875e-24
104,-161.26126126126124,-3.082866009181863e-24,-161.26126126126124,-3.3797048170176524e-24
105,-161.08108108108107,-3.0768540193471876e-24,-161.08108108108107,-3.373234107600495e-24
106,-160.9009009009009,-3.0708456692260454e-24,-160.9009009009009,-3.3667667514825e-24
107,-160.72072072072072,-3.0648409662598798e-24,-160.72072072072072,-3.360302761061371e-24
108,-160.54054054054052,-3.0588399178749e-24,-160.54054054054052,-3.3538421486407725e-24
109,-160.36036036036035,-3.052842531482927e-24,-160.36036036036035,-3.3473849264324924e-24
110,-160.18018018018017,-3.04684881448177e-24,-160.18018018018017,-3.340931106557758e-24
111,-160.0,-3.0408587742547558e-24,-160.0,-3.334480701050246e-24
112,-159.8198198198198,-3.034872418171952e-24,-159.8198198198198,-3.3280337218580575e-24
113,-159.63963963963963,-3.0288897535896025e-24,-159.63963963963963,-3.3215901808452215e-24
114,-159.45945945945945,-3.022910787850973e-24,-159.45945945945945,-3.315150089794235e-24
115,-159.27927927927928,-3.0169355282864468e-24,-159.27927927927928,-3.308713460408038e-24
116,-159.09909909909905,-3.010963982213617e-24,-159.09909909909905,-3.302280304310859e-24
117,-158.9189189189189,-3.0049961569380397e-24,-158.9189189189189,-3.2958506330515064e-24
118,-158.73873873873873,-2.9990320597526703e-24,-158.73873873873873,-3.289424458104122e-24
119,-158.55855855855856,-2.993071697938991e-24,-158.55855855855856,-3.2830017908699664e-24
120,-158.37837837837836,-2.9871150787667288e-24,-158.37837837837836,-3.2765826426795828e-24
121,-158.19819819819818,-2.9811622094941383e-24,-158.19819819819818,-3.270167024794207e-24
122,-158.018018018018,-2.9752130973683774e-24,-158.018018018018,-3.263754948406896e-24
123,-157.83783783783784,-2.969267749625695e-24,-157.83783783783784,-3.2573464246447857e-24
124,-157.65765765765764,-2.963326173491808e-24,-157.65765765765764,-3.25094146457003e-24
125,-157.47747747747746,-2.9573883761815248e-24,-157.47747747747746,-3.2445400791816824e-24
126,-157.2972972972973,-2.951454364899873e-24,-157.2972972972973,-3.238142279417013e-24
127,-157.11711711711712,-2.9455241468417247e-24,-157.11711711711712,-3.231748076152447e-24
128,-156.93693693693692,-2.9395977291921715e-24,-156.93693693693692,-3.2253574802056367e-24
129,-156.75675675675674,-2.9336751191263368e-24,-156.75675675675674,-3.2189705023363046e-24
130,-156.57657657657657,-2.9277563238105044e-24,-156.57657657657657,-3.212587153247562e-24
131,-156.3963963963964,-2.9218413504015542e-24,-156.3963963963964,-3.2062074435875065e-24
132,-156.2162162162162,-2.91593020604715e-24,-156.2162162162162,-3.199831383949976e-24
133,-156.03603603603602,-2.9100228978865863e-24,-156.03603603603602,-3.193458984876145e-24
134,-155.85585585585585,-2.9041194330500356e-24,-155.85585585585585,-3.187090256855373e-24
135,-155.67567567567568,-2.8982198186597712e-24,-155.67567567567568,-3.18072521032652e-24
136,-155.49549549549548,-2.8923240618295087e-24,-155.49549549549548,-3.174363855678887e-24
137,-155.31531531531527,-2.8864321696651586e-24,-155.31531531531527,-3.1680062032538155e-24
138,-155.13513513513513,-2.8805441492646378e-24,-155.13513513513513,-3.161652263344968e-24
139,-154.95495495495496,-2.874660007718058e-24,-154.95495495495496,-3.1553020461997404e-24
140,-154.77477477477476,-2.868779752108384e-24,-154.77477477477476,-3.148955562020671e-24
141,-154.59459459459458,-2.8629033895109632e-24,-154.59459459459458,-3.142612820965442e-24
142,-154.4144144144144,-2.8570309269939963e-24,-154.4144144144144,-3.1362738331487586e-24
143,-154.23423423423424,-2.8511623716187247e-24,-154.23423423423424,-3.129938608642915e-24
144,-154.05405405405403,-2.8452977304399014e-24,-154.05405405405403,-3.1236071574789216e-24
145,-153.87387387387386,-2.839437010505038e-24,-153.87387387387386,-3.1172794896465996e-24
146,-153.6936936936937,-2.8335802188555342e-24,-153.6936936936937,-3.110955615096838e-24
147,-153.51351351351352,-2.8277273625263e-24,-153.51351351351352,-3.1046355437411227e-24
148,-153.33333333333331,-2.8218784485460395e-24,-153.33333333333331,-3.0983192854531363e-24
149,-153.15315315315314,-2.816033483937438e-24,-153.15315315315314,-3.0920068500694155e-24
150,-152.97297297297297,-2.8101924757174448e-24,-152.97297297297297,-3.0856982473899156e-24
151,-152.7927927927928,-2.804355430896896e-24,-152.7927927927928,-3.079393487179139e-24
152,-152.6126126126126,-2.7985223564813615e-24,-152.6126126126126,-3.0730925791665115e-24
153,-152.43243243243242,-2.7926932594708636e-24,-152.43243243243242,-3.0667955330476045e-24
154,-152.25225225225225,-2.7868681468599696e-24,-152.25225225225225,-3.0605023584844172e-24
155,-152.07207207207207,-2.781047025638263e-24,-152.07207207207207,-3.0542130651063174e-24
156,-151.89189189189187,-2.7752299027903434e-24,-151.89189189189187,-3.047927662510699e-24
157,-151.7117117117117,-2.7694167852954495e-24,-151.7117117117117,-3.0416461602637354e-24
158,-151.53153153153153,-2.763607680128683e-24,-151.53153153153153,-3.0353685679008484e-24
159,-151.35135135135135,-2.7578025942599727e-24,-151.35135135135135,-3.0290948949273675e-24
160,-151.17117117117115,-2.7520015346548282e-24,-151.17117117117115,-3.022825150819658e-24
161,-150.99099099099098,-2.746204508274809e-24,-150.99099099099098,-3.0165593450248388e-24
162,-150.8108108108108,-2.740411522076491e-24,-150.8108108108108,-3.0102974869625694e-24
163,-150.63063063063063,-2.73462258301297e-24,-150.63063063063063,-3.0040395860244853e-24
164,-150.45045045045043,-2.7288376980329225e-24,-150.45045045045043,-2.997785651575421e-24
165,-150.27027027027023,-2.7230568740811688e-24,-150.27027027027023,-2.9915356929537857e-24
166,-150.0900900900901,-2.717280118098862e-24,-150.0900900900901,-2.985289719472598e-24
167,-149.9099099099099,-2.711507437023394e-24,-149.9099099099099,-2.9790477404192034e-24
168,-149.7297297297297,-2.7057388377886765e-24,-149.7297297297297,-2.9728097650564036e-24
169,-149.54954954954954,-2.699974327324954e-24,-149.54954954954954,-2.966575802622926e-24
170,-149.36936936936937,-2.694213912559556e-24,-149.36936936936937,-2.9603458623337997e-24
171,-149.1891891891892,-2.6884576004162378e-24,-149.1891891891892,-2.9541199533807324e-24
172,-149.009009009009,-2.6827053978157464e-24,-149.009009009009,-2.947898084932862e-24
173,-148.82882882882882,-2.6769573116755367e-24,-148.82882882882882,-2.9416802661375097e-24
174,-148.64864864864865,-2.671213348910713e-24,-148.64864864864865,-2.9354665061197088e-24
175,-148.46846846846847,-2.6654735164331816e-24,-148.46846846846847,-2.929256813983804e-24
176,-148.28828828828827,-2.6597378211521226e-24,-148.28828828828827,-2.9230511988131695e-24
177,-148.1081081081081,-2.6540062699742706e-24,-148.1081081081081,-2.9168496696708667e-24
178,-147.92792792792793,-2.648278869803915e-24,-147.92792792792793,-2.9106522355998324e-24
179,-147.74774774774775,-2.642555627542618e-24,-147.74774774774775,-2.904458905624196e-24
180,-147.56756756756755,-2.63683655008978e-24,-147.56756756756755,-2.89826968874862e-24
181,-147.38738738738738,-2.6311216443428246e-24,-147.38738738738738,-2.8920845939590536e-24
182,-147.2072072072072,-2.625410917196638e-24,-147.2072072072072,-2.8859036302235783e-24
183,-147.02702702702703,-2.619704375544225e-24,-147.02702702702703,-2.87972680649222e-24
184,-146.84684684684683,-2.614002026276992e-24,-146.84684684684683,-2.8735541316979836e-24
185,-146.66666666666666,-2.6083038762836175e-24,-146.66666666666666,-2.8673856147564764e-24
186,-146.48648648648646,-2.6026099324519344e-24,-146.48648648648646,-2.8612212645666608e-24
187,-146.3063063063063,-2.5969202016677065e-24,-146.3063063063063,-2.8550610900114184e-24
188,-146.1261261261261,-2.5912346908146287e-24,-146.1261261261261,-2.8489050999577384e-24
189,-145.94594594594594,-2.5855534067759257e-24,-145.94594594594594,-2.842753303256905e-24
190,-145.76576576576576,-2.5798763564323772e-24,-145.76576576576576,-2.8366057087450623e-24
191,-145.5855855855856,-2.5742035466637285e-24,-145.5855855855856,-2.830462325243402e-24
192,-145.4054054054054,-2.5685349843489725e-24,-145.4054054054054,-2.824323161558916e-24
193,-145.22522522522522,-2.5628706763649393e-24,-145.22522522522522,-2.8181882264839256e-24
194,-145.04504504504504,-2.5572106295882707e-24,-145.04504504504504,-2.812057528797117e-24
195,-144.86486486486487,-2.551554850893916e-24,-144.86486486486487,-2.805931077263916e-24
196,-144.68468468468467,-2.5459033471560724e-24,-144.68468468468467,-2.7998088806357374e-24
197,-144.5045045045045,-2.54025612524809e-24,-144.5045045045045,-2.7936909476517703e-24
198,-144.32432432432432,-2.5346131920424734e-24,-144.32432432432432,-2.7875772870385086e-24
199,-144.14414414414415,-2.5289745544109743e-24,-144.14414414414415,-2.781467907509657e-24
200,-143.96396396396395,-2.5233402192245922e-24,-143.96396396396395,-2.7753628177671647e-24
201,-143.78378378378378,-2.5177101933539508e-24,-143.78378378378378,-2.7692620265012266e-24
202,-143.6036036036036,-2.512084483668733e-24,-143.6036036036036,-2.7631655423905645e-24
203,-143.42342342342343,-2.5064630970385275e-24,-143.42342342342343,-2.7570733741026154e-24
204,-143.24324324324323,-2.5008460403323594e-24,-143.24324324324323,-2.7509855302939078e-24
205,-143.06306306306305,-2.4952333204189713e-24,-143.06306306306305,-2.7449020196101556e-24
206,-142.88288288288288,-2.4896249441666355e-24,-142.88288288288288,-2.7388228506870106e-24
207,-142.7027027027027,-2.4840209184438126e-24,-142.7027027027027,-2.732748032149686e-24
208,-142.5225225225225,-2.478421250118399e-24,-142.5225225225225,-2.726677572613427e-24
209,-142.34234234234233,-2.4728259460586667e-24,-142.34234234234233,-2.7206114806841688e-24
210,-142.16216216216216,-2.4672350131322302e-24,-142.16216216216216,-2.7145497649579723e-24
211,-141.981981981982,-2.461648458207456e-24,-141.981981981982,-2.708492434022247e-24
212,-141.8018018018018,-2.4560662881524283e-24,-141.8018018018018,-2.7024394964548105e-24
213,-141.6216216216216,-2.4504885098353256e-24,-141.6216216216216,-2.6963909608254865e-24
214,-141.4414414414414,-2.4449151301247024e-24,-141.4414414414414,-2.6903468356951653e-24
215,-141.26126126126127,-2.4393461558894894e-24,-141.26126126126127,-2.684307129616368e-24
216,-141.08108108108107,-2.4337815939988054e-24,-141.08108108108107,-2.6782718511339975e-24
217,-140.9009009009009,-2.4282214513220514e-24,-140.9009009009009,-2.6722410087848704e-24
218,-140.72072072072072,-2.4226657347292864e-24,-140.72072072072072,-2.6662146110983736e-24
219,-140.54054054054055,-2.417114451091228e-24,-140.54054054054055,-2.6601926665959947e-24
220,-140.36036036036035,-2.4115676072784055e-24,-140.36036036036035,-2.654175183792733e-24
221,-140.18018018018017,-2.406025210162853e-24,-140.18018018018017,-2.6481621711959696e-24
222,-140.0,-2.4004872666169805e-24,-140.0,-2.6421536373067862e-24
223,-139.81981981981983,-2.3949537835135746e-24,-139.81981981981983,-2.6361495906191167e-24
224,-139.63963963963963,-2.3894247677263618e-24,-139.63963963963963,-2.6301500396209707e-24
225,-139.45945945945945,-2.3839002261301974e-24,-139.45945945945945,-2.624154992793963e-24
226,-139.27927927927928,-2.3783801656003127e-24,-139.27927927927928,-2.6181644586135023e-24
227,-139.0990990990991,-2.3728645930132557e-24,-139.0990990990991,-2.61217844554926e-24
228,-138.9189189189189,-2.3673535152463266e-24,-138.9189189189189,-2.606196962065454e-24
229,-138.73873873873873,-2.36184693917786e-24,-138.73873873873873,-2.6002200166203775e-24
230,-138.55855855855856,-2.356344871687225e-24,-138.55855855855856,-2.594247617667245e-24
231,-138.3783783783784,-2.3508473196549194e-24,-138.3783783783784,-2.5882797736541e-24
232,-138.19819819819818,-2.345354289962569e-24,-138.19819819819818,-2.5823164930238125e-24
233,-138.018018018018,-2.3398657894931164e-24,-138.018018018018,-2.5763577842146455e-24
234,-137.83783783783784,-2.3343818251303507e-24,-137.83783783783784,-2.5704036556602537e-24
235,-137.65765765765764,-2.3289024037599415e-24,-137.65765765765764,-2.5644541157894957e-24
236,-137.47747747747746,-2.323427532268311e-24,-137.47747747747746,-2.5585091730269987e-24
237,-137.2972972972973,-2.317957217543668e-24,-137.2972972972973,-2.5525688357933457e-24
238,-137.11711711711712,-2.3124914664751616e-24,-137.11711711711712,-2.5466331125048884e-24
239,-136.93693693693692,-2.307030285953822e-24,-136.93693693693692,-2.5407020115742166e-24
240,-136.75675675675674,-2.3015736828720894e-24,-136.75675675675674,-2.5347755414099704e-24
241,-136.57657657657657,-2.2961216641234393e-24,-136.57657657657657,-2.528853710417499e-24
242,-136.3963963963964,-2.2906742366037915e-24,-136.3963963963964,-2.522936526998483e-24
243,-136.2162162162162,-2.2852314072099125e-24,-136.2162162162162,-2.5170239995514072e-24
244,-136.03603603603602,-2.2797931828404495e-24,-136.03603603603602,-2.5111161364713697e-24
245,-135.85585585585585,-2.2743595703957424e-24,-135.85585585585585,-2.5052129461505538e-24
246,-135.67567567567568,-2.268930576777918e-24,-135.67567567567568,-2.4993144369784158e-24
247,-135.49549549549548,-2.2635062088907013e-24,-135.49549549549548,-2.4934206173414024e-24
248,-135.3153153153153,-2.2580864736396047e-24,-135.3153153153153,-2.4875314956232336e-24
249,-135.13513513513513,-2.252671377932303e-24,-135.13513513513513,-2.481647080205466e-24
250,-134.95495495495496,-2.247260928677788e-24,-134.95495495495496,-2.4757673794670236e-24
251,-134.77477477477476,-2.241855132787308e-24,-134.77477477477476,-2.4698924017843848e-24
252,-134.59459459459458,-2.2364539971738045e-24,-134.59459459459458,-2.464022155532336e-24
253,-134.4144144144144,-2.2310575287523812e-24,-134.4144144144144,-2.4581566490834056e-24
254,-134.23423423423424,-2.2256657344400233e-24,-134.23423423423424,-2.4522958908079603e-24
255,-134.05405405405403,-2.2202786211557845e-24,-134.05405405405403,-2.4464398890750495e-24
256,-133.87387387387386,-2.2148961958206935e-24,-133.87387387387386,-2.440588652251654e-24
257,-133.6936936936937,-2.2095184653579418e-24,-133.6936936936937,-2.4347421887034377e-24
258,-133.51351351351352,-2.2041454366926016e-24,-133.51351351351352,-2.4289005067946545e-24
259,-133.33333333333331,-2.1987771167522844e-24,-133.33333333333331,-2.423063614887865e-24
260,-133.15315315315314,-2.1934135124665764e-24,-133.15315315315314,-2.4172315213445957e-24
261,-132.97297297297297,-2.1880546307670387e-24,-132.97297297297297,-2.4114042345254326e-24
262,-132.7927927927928,-2.1827004785878654e-24,-132.7927927927928,-2.4055817627897392e-24
263,-132.6126126126126,-2.1773510628652255e-24,-132.6126126126126,-2.3997641144958447e-24
264,-132.43243243243242,-2.172006390537545e-24,-132.43243243243242,-2.3939512980016078e-24
265,-132.25225225225225,-2.1666664685458826e-24,-132.25225225225225,-2.388143321663759e-24
266,-132.07207207207207,-2.1613313038332726e-24,-132.07207207207207,-2.3823401938385584e-24
267,-131.89189189189187,-2.1560009033452878e-24,-131.89189189189187,-2.3765419228819842e-24
268,-131.7117117117117,-2.1506752740301342e-24,-131.7117117117117,-2.3707485171493562e-24
269,-131.53153153153153,-2.1453544228377106e-24,-131.53153153153153,-2.364959984995524e-24
270,-131.35135135135135,-2.140038356721019e-24,-131.35135135135135,-2.359176334775243e-24
271,-131.17117117117115,-2.1347270826355067e-24,-131.17117117117115,-2.353397574843269e-24
272,-130.99099099099098,-2.1294206075385953e-24,-130.99099099099098,-2.3476237135540753e-24
273,-130.8108108108108,-2.1241189383907163e-24,-130.8108108108108,-2.3418547592622295e-24
274,-130.63063063063063,-2.1188220821547457e-24,-130.63063063063063,-2.336090720322299e-24
275,-130.45045045045043,-2.1135300457957227e-24,-130.45045045045043,-2.3303316050892276e-24
276,-130.27027027027026,-2.108242836282072e-24,-130.27027027027026,-2.3245774219182408e-24
277,-130.0900900900901,-2.1029604605839106e-24,-130.0900900900901,-2.3188281791646586e-24
278,-129.9099099099099,-2.097682925674459e-24,-129.9099099099099,-2.313083885184553e-24
279,-129.7297297297297,-2.0924102385297595e-24,-129.7297297297297,-2.3073445483342785e-24
280,-129.54954954954954,-2.0871424061281103e-24,-129.54954954954954,-2.3016101769711295e-24
281,-129.36936936936937,-2.0818794354507255e-24,-129.36936936936937,-2.2958807794524947e-24
282,-129.1891891891892,-2.076621333481546e-24,-129.1891891891892,-2.2901563641373615e-24
283,-129.009009009009,-2.0713681072070524e-24,-129.009009009009,-2.284436939384623e-24
284,-128.82882882882882,-2.0661197636166396e-24,-128.82882882882882,-2.2787225135547717e-24
285,-128.64864864864865,-2.0608763097022422e-24,-128.64864864864865,-2.2730130950089574e-24
286,-128.46846846846847,-2.055637752459086e-24,-128.46846846846847,-2.267308692109459e-24
287,-128.28828828828827,-2.05040409888456e-24,-128.28828828828827,-2.2616093132196835e-24
288,-128.1081081081081,-2.045175355979438e-24,-128.1081081081081,-2.255914966704261e-24
289,-127.92792792792793,-2.039951530746939e-24,-127.92792792792793,-2.2502256609290434e-24
290,-127.74774774774774,-2.034732630193104e-24,-127.74774774774774,-2.2445414042611996e-24
291,-127.56756756756756,-2.0295186613273584e-24,-127.56756756756756,-2.238862205069309e-24
292,-127.38738738738736,-2.024309631161291e-24,-127.38738738738736,-2.2331880717232676e-24
293,-127.2072072072072,-2.019105546710064e-24,-127.2072072072072,-2.227519012594946e-24
294,-127.02702702702703,-2.0139064149911903e-24,-127.02702702702703,-2.2218550360572497e-24
295,-126.84684684684683,-2.008712243025663e-24,-126.84684684684683,-2.2161961504851524e-24
296,-126.66666666666666,-2.0035230378368257e-24,-126.66666666666666,-2.210542364255039e-24
297,-126.4864864864865,-1.9983388064515953e-24,-126.4864864864865,-2.204893685745269e-24
298,-126.3063063063063,-1.9931595558996163e-24,-126.3063063063063,-2.1992501233358944e-24
299,-126.12612612612612,-1.987985293213072e-24,-126.12612612612612,-2.1936116854091306e-24
300,-125.94594594594594,-1.9828160254279073e-24,-125.94594594594594,-2.187978380348697e-24
301,-125.76576576576576,-1.9776517595825122e-24,-125.76576576576576,-2.182350216540853e-24
302,-125.58558558558556,-1.972492502718756e-24,-125.58558558558556,-2.1767272023733613e-24
303,-125.40540540540539,-1.9673382618812358e-24,-125.40540540540539,-2.171109346236525e-24
304,-125.22522522522523,-1.962189044117463e-24,-125.22522522522523,-2.165496656522621e-24
305,-125.04504504504503,-1.9570448564786167e-24,-125.04504504504503,-2.159889141626278e-24
306,-124.86486486486486,-1.9519057060183217e-24,-124.86486486486486,-2.1542868099441933e-24
307,-124.6846846846847,-1.9467715997936818e-24,-124.6846846846847,-2.1486896698756968e-24
308,-124.5045045045045,-1.941642544864622e-24,-124.5045045045045,-2.143097729822094e-24
309,-124.32432432432432,-1.9365185482944526e-24,-124.32432432432432,-2.137510998187699e-24
