,n1_field,n1_energy,n2_field,n2_energy
71,-230.17543859649118,-3.5111984786154046e-24,-230.17543859649118,-3.889642070298074e-24
72,-229.4736842105263,-3.4922565285602094e-24,-229.4736842105263,-3.869018156142315e-24
73,-228.7719298245614,-3.4733487882402096e-24,-228.7719298245614,-3.848427762942247e-24
74,-228.07017543859646,-3.454475403317775e-24,-228.07017543859646,-3.8278710885734416e-24
75,-227.36842105263156,-3.435636519318542e-24,-227.36842105263156,-3.807348329656326e-24
76,-226.66666666666666,-3.416832281644767e-24,-226.66666666666666,-3.786859681622759e-24
77,-225.96491228070175,-3.398062835587458e-24,-225.96491228070175,-3.76640533878083e-24
78,-225.26315789473682,-3.379328326338599e-24,-225.26315789473682,-3.745985494375885e-24
79,-224.56140350877192,-3.360628899002905e-24,-224.56140350877192,-3.725600340648364e-24
80,-223.859649122807,-3.341964698608732e-24,-223.859649122807,-3.705250068889002e-24
81,-223.15789473684208,-3.323335870119077e-24,-223.15789473684208,-3.684934869491773e-24
82,-222.45614035087718,-3.304742558442019e-24,-222.45614035087718,-3.664654932004012e-24
83,-221.75438596491227,-3.2861849084404036e-24,-221.75438596491227,-3.6444104451736246e-24
84,-221.05263157894737,-3.267663064942094e-24,-221.05263157894737,-3.624201596995071e-24
85,-220.35087719298244,-3.24917717274928e-24,-220.35087719298244,-3.604028574752908e-24
86,-219.64912280701753,-3.230727376646849e-24,-219.64912280701753,-3.583891565062882e-24
87,-218.94736842105263,-3.212313821411694e-24,-218.94736842105263,-3.563790753911709e-24
88,-218.2456140350877,-3.1939366518210846e-24,-218.2456140350877,-3.543726326694784e-24
89,-217.5438596491228,-3.1755960126606604e-24,-217.5438596491228,-3.5236984682527644e-24
90,-216.8421052631579,-3.157292048732047e-24,-216.8421052631579,-3.5037073629053265e-24
91,-216.14035087719296,-3.1390249048607568e-24,-216.14035087719296,-3.483753194485117e-24
92,-215.43859649122805,-3.1207947259034284e-24,-215.43859649122805,-3.463836146368972e-24
93,-214.73684210526315,-3.1026016567543168e-24,-214.73684210526315,-3.443956401507635e-24
94,-214.03508771929825,-3.084445842353098e-24,-214.03508771929825,-3.424114142456038e-24
95,-213.33333333333331,-3.0663274276902293e-24,-213.33333333333331,-3.404309551400099e-24
96,-212.6315789473684,-3.0482465578142844e-24,-212.6315789473684,-3.3845428101833415e-24
97,-211.9298245614035,-3.03020337783722e-24,-211.9298245614035,-3.364814100333031e-24
98,-211.22807017543857,-3.0121980329406754e-24,-211.22807017543857,-3.3451236030843485e-24
99,-210.52631578947367,-2.9942306683815223e-24,-210.52631578947367,-3.325471499403426e-24
100,-209.82456140350877,-2.976301429497412e-24,-209.82456140350877,-3.3058579700107652e-24
101,-209.12280701754383,-2.958410461711948e-24,-209.12280701754383,-3.286283195401831e-24
102,-208.42105263157893,-2.9405579105392935e-24,-208.42105263157893,-3.266747355868587e-24
103,-207.71929824561403,-2.922743921589721e-24,-207.71929824561403,-3.2472506315191484e-24
104,-207.01754385964912,-2.9049686405740303e-24,-207.01754385964912,-3.2277932022966864e-24
105,-206.3157894736842,-2.8872322133078762e-24,-206.3157894736842,-3.208375247998328e-24
106,-205.6140350877193,-2.8695347857160927e-24,-205.6140350877193,-3.188996948292178e-24
107,-204.91228070175438,-2.851876503837396e-24,-204.91228070175438,-3.1696584827345287e-24
108,-204.21052631578945,-2.8342575138274877e-24,-204.21052631578945,-3.1503600307868797e-24
109,-203.50877192982455,-2.81667796196338e-24,-203.50877192982455,-3.1311017718299512e-24
110,-202.80701754385964,-2.7991379946474398e-24,-202.80701754385964,-3.1118838851806104e-24
111,-202.10526315789474,-2.7816377584100223e-24,-202.10526315789474,-3.092706550105131e-24
112,-201.4035087719298,-2.764177399913514e-24,-201.4035087719298,-3.0735699458333e-24
113,-200.70175438596488,-2.7467570659551538e-24,-200.70175438596488,-3.0544742515724285e-24
114,-200.0,-2.7293769034707953e-24,-200.0,-3.0354196465192948e-24
115,-199.29824561403507,-2.712037059537069e-24,-199.29824561403507,-3.016406309873405e-24
116,-198.59649122807016,-2.6947376813743925e-24,-198.59649122807016,-2.9974344208481827e-24
117,-197.89473684210526,-2.67747891634979e-24,-197.89473684210526,-2.9785041586830067e-24
118,-197.19298245614033,-2.6602609119795276e-24,-197.19298245614033,-2.959615702653931e-24
119,-196.49122807017542,-2.643083815931368e-24,-196.49122807017542,-2.940769232083841e-24
120,-195.78947368421052,-2.6259477760270178e-24,-195.78947368421052,-2.921964926353551e-24
121,-195.08771929824562,-2.608852940243818e-24,-195.08771929824562,-2.9032029649110196e-24
122,-194.38596491228068,-2.5917994567174727e-24,-194.38596491228068,-2.884483527280565e-24
123,-193.68421052631578,-2.5747874737435533e-24,-193.68421052631578,-2.8658067930721755e-24
124,-192.98245614035088,-2.557817139779285e-24,-192.98245614035088,-2.8471729419905377e-24
125,-192.28070175438594,-2.54088860344571e-24,-192.28070175438594,-2.828582153842653e-24
126,-191.57894736842104,-2.5240020135285337e-24,-191.57894736842104,-2.8100346085461127e-24
127,-190.87719298245614,-2.5071575189801937e-24,-190.87719298245614,-2.791530486136999e-24
128,-190.1754385964912,-2.490355268921458e-24,-190.1754385964912,-2.773069966777124e-24
129,-189.4736842105263,-2.4735954126415203e-24,-189.4736842105263,-2.7546532307608026e-24
130,-188.7719298245614,-2.456878099600349e-24,-188.7719298245614,-2.7362804585221853e-24
131,-188.0701754385965,-2.4402034794294417e-24,-188.0701754385965,-2.7179518306409966e-24
132,-187.36842105263156,-2.4235717019322935e-24,-187.36842105263156,-2.699667527849775e-24
133,-186.66666666666666,-2.406982917085809e-24,-186.66666666666666,-2.6814277310385754e-24
134,-185.96491228070175,-2.390437275040583e-24,-185.96491228070175,-2.6632326212618336e-24
135,-185.26315789473682,-2.3739349261222194e-24,-185.26315789473682,-2.6450823797428806e-24
136,-184.56140350877192,-2.35747602083114e-24,-184.56140350877192,-2.626977187879679e-24
137,-183.859649122807,-2.341060709843528e-24,-183.859649122807,-2.6089172272495242e-24
138,-183.15789473684208,-2.3246891440112308e-24,-183.15789473684208,-2.5909026796137478e-24
139,-182.45614035087718,-2.3083614743627036e-24,-182.45614035087718,-2.572933726922324e-24
140,-181.75438596491227,-2.292077852102631e-24,-181.75438596491227,-2.555010551318291e-24
141,-181.05263157894737,-2.2758384286119277e-24,-181.05263157894737,-2.537133335141135e-24
142,-180.35087719298244,-2.259643355448585e-24,-180.35087719298244,-2.5193022609311164e-24
143,-179.64912280701753,-2.2434927843462603e-24,-179.64912280701753,-2.5015175114332205e-24
144,-178.9473684210526,-2.2273868672152167e-24,-178.9473684210526,-2.483779269599789e-24
145,-178.2456140350877,-2.2113257561412896e-24,-178.2456140350877,-2.4660877185938133e-24
146,-177.5438596491228,-2.19530960338598e-24,-177.5438596491228,-2.4484430417931637e-24
147,-176.8421052631579,-2.1793385613860793e-24,-176.8421052631579,-2.4308454227915323e-24
148,-176.140350877193,-2.163412782752539e-24,-176.140350877193,-2.4132950454026635e-24
149,-175.43859649122805,-2.1475324202701905e-24,-175.43859649122805,-2.3957920936618588e-24
150,-174.73684210526315,-2.131697626897086e-24,-174.73684210526315,-2.378336751828704e-24
151,-174.03508771929825,-2.115908555763558e-24,-174.03508771929825,-2.360929204389138e-24
152,-173.33333333333331,-2.100165360171561e-24,-173.33333333333331,-2.343569636056958e-24
153,-172.6315789473684,-2.0844681935931675e-24,-172.6315789473684,-2.3262582317763575e-24
154,-171.9298245614035,-2.068817209670191e-24,-171.9298245614035,-2.3089951767224915e-24
155,-171.22807017543857,-2.0532125622124938e-24,-171.22807017543857,-2.291780656304109e-24
156,-170.52631578947367,-2.0376544051971406e-24,-170.52631578947367,-2.2746148561634595e-24
157,-169.82456140350877,-2.0221428927665174e-24,-169.82456140350877,-2.2574979621785494e-24
158,-169.12280701754386,-2.0066781792277678e-24,-169.12280701754386,-2.2404301604633303e-24
159,-168.42105263157893,-1.9912604190505355e-24,-168.42105263157893,-2.2234116373687337e-24
160,-167.71929824561403,-1.975889766865742e-24,-167.71929824561403,-2.206442579483517e-24
161,-167.01754385964912,-1.9605663774641764e-24,-167.01754385964912,-2.189523173634169e-24
162,-166.3157894736842,-1.9452904057943315e-24,-166.3157894736842,-2.1726536068856643e-24
163,-165.6140350877193,-1.9300620069606183e-24,-165.6140350877193,-2.1558340665416482e-24
164,-164.91228070175438,-1.9148813362219543e-24,-164.91228070175438,-2.1390647401440632e-24
165,-164.21052631578945,-1.8997485489891313e-24,-164.21052631578945,-2.1223458154730537e-24
166,-163.50877192982452,-1.884663800823404e-24,-163.50877192982452,-2.1056774805475304e-24
167,-162.80701754385964,-1.869627247433575e-24,-162.80701754385964,-2.089059923623384e-24
168,-162.10526315789474,-1.8546390446747733e-24,-162.10526315789474,-2.0724933331939545e-24
169,-161.4035087719298,-1.839699348545067e-24,-161.4035087719298,-2.05597789798881e-24
170,-160.7017543859649,-1.8248083151842427e-24,-160.7017543859649,-2.039513806973275e-24
171,-160.0,-1.8099661008701362e-24,-160.0,-2.023101249346833e-24
172,-159.29824561403507,-1.7951728620171292e-24,-159.29824561403507,-2.0067404145426553e-24
173,-158.59649122807016,-1.7804287551726694e-24,-158.59649122807016,-1.9904314922259095e-24
174,-157.89473684210526,-1.7657339370151073e-24,-157.89473684210526,-1.9741746722924414e-24
175,-157.19298245614033,-1.7510885643509696e-24,-157.19298245614033,-1.9579701448670837e-24
176,-156.49122807017542,-1.7364927941117613e-24,-156.49122807017542,-1.9418181003025265e-24
177,-155.78947368421052,-1.7219467833508627e-24,-155.78947368421052,-1.925718729176779e-24
178,-155.08771929824562,-1.7074506892413666e-24,-155.08771929824562,-1.909672222291288e-24
179,-154.38596491228068,-1.6930046690717523e-24,-154.38596491228068,-1.893678770669622e-24
180,-153.68421052631578,-1.6786088802436284e-24,-153.68421052631578,-1.8777385655541796e-24
181,-152.98245614035088,-1.664263480268348e-24,-152.98245614035088,-1.8618517984047785e-24
182,-152.28070175438594,-1.6499686267629643e-24,-152.28070175438594,-1.8460186608952708e-24
183,-151.57894736842104,-1.6357244774477864e-24,-151.57894736842104,-1.8302393449114733e-24
184,-150.87719298245614,-1.6215311901420527e-24,-150.87719298245614,-1.8145140425485352e-24
185,-150.17543859649123,-1.6073889227608277e-24,-150.17543859649123,-1.798842946107458e-24
186,-149.4736842105263,-1.593297833310865e-24,-149.4736842105263,-1.7832262480925572e-24
187,-148.7719298245614,-1.579258079887597e-24,-148.7719298245614,-1.7676641412080757e-24
188,-148.0701754385965,-1.5652698206704335e-24,-148.0701754385965,-1.7521568183548935e-24
189,-147.36842105263156,-1.5513332139193765e-24,-147.36842105263156,-1.736704472627518e-24
190,-146.66666666666666,-1.537448417970976e-24,-146.66666666666666,-1.72130729730957e-24
191,-145.96491228070175,-1.5236155912340042e-24,-145.96491228070175,-1.7059654858710568e-24
192,-145.26315789473682,-1.5098348921854122e-24,-145.26315789473682,-1.6906792319642343e-24
193,-144.56140350877192,-1.496106479366286e-24,-144.56140350877192,-1.6754487294195633e-24
194,-143.859649122807,-1.4824305113772388e-24,-143.859649122807,-1.660274172241572e-24
195,-143.1578947368421,-1.4688071468742727e-24,-143.1578947368421,-1.645155754605e-24
196,-142.45614035087718,-1.4552365445638893e-24,-142.45614035087718,-1.6300936708497203e-24
197,-141.75438596491227,-1.4417188631987637e-24,-141.75438596491227,-1.615088115477448e-24
198,-141.05263157894737,-1.4282542615733244e-24,-141.05263157894737,-1.60013928314591e-24
199,-140.35087719298244,-1.4148428985185813e-24,-140.35087719298244,-1.585247368664801e-24
200,-139.64912280701753,-1.4014849328978e-24,-139.64912280701753,-1.5704125669907992e-24
201,-138.94736842105263,-1.388180523600859e-24,-138.94736842105263,-1.5556350732227712e-24
202,-138.2456140350877,-1.3749298295403008e-24,-138.2456140350877,-1.5409150825958464e-24
203,-137.5438596491228,-1.3617330096450302e-24,-137.5438596491228,-1.52625279047728e-24
204,-136.8421052631579,-1.3485902228566478e-24,-136.8421052631579,-1.511648392360058e-24
205,-136.140350877193,-1.3355016281227726e-24,-136.140350877193,-1.4971020838582893e-24
206,-135.43859649122805,-1.3224673843929042e-24,-135.43859649122805,-1.4826140607007173e-24
207,-134.73684210526315,-1.3094876506121227e-24,-134.73684210526315,-1.4681845187254529e-24
208,-134.03508771929822,-1.296562585716292e-24,-134.03508771929822,-1.4538136538739568e-24
209,-133.33333333333331,-1.2836923486261358e-24,-133.33333333333331,-1.4395016621847385e-24
210,-132.6315789473684,-1.2708770982420652e-24,-132.6315789473684,-1.425248739787902e-24
211,-131.9298245614035,-1.2581169934376901e-24,-131.9298245614035,-1.4110550828976224e-24
212,-131.2280701754386,-1.245412193054835e-24,-131.2280701754386,-1.3969208878071625e-24
213,-130.52631578947367,-1.2327628558970501e-24,-130.52631578947367,-1.3828463508811609e-24
214,-129.82456140350877,-1.2201691407241576e-24,-129.82456140350877,-1.3688316685491433e-24
215,-129.12280701754386,-1.2076312062460444e-24,-129.12280701754386,-1.3548770372992223e-24
216,-128.42105263157893,-1.1951492111161738e-24,-128.42105263157893,-1.3409826536709501e-24
217,-127.71929824561401,-1.182723313925943e-24,-127.71929824561401,-1.3271487142475132e-24
218,-127.0175438596491,-1.1703536731984763e-24,-127.0175438596491,-1.3133754156494318e-24
219,-126.3157894736842,-1.1580404473813845e-24,-126.3157894736842,-1.2996629545267544e-24
220,-125.61403508771929,-1.1457837948413102e-24,-125.61403508771929,-1.286011527551629e-24
221,-124.9122807017544,-1.1335838738571572e-24,-124.9122807017544,-1.2724213314105917e-24
222,-124.21052631578948,-1.1214408426130374e-24,-124.21052631578948,-1.2588925627971372e-24
223,-123.50877192982456,-1.1093548591920642e-24,-123.50877192982456,-1.245425418403538e-24
224,-122.80701754385963,-1.0973260815696756e-24,-122.80701754385963,-1.2320200949125683e-24
225,-122.10526315789471,-1.0853546676064875e-24,-122.10526315789471,-1.2186767889900756e-24
226,-121.40350877192982,-1.0734407750415227e-24,-121.40350877192982,-1.2053956972761402e-24
227,-120.7017543859649,-1.0615845614851577e-24,-120.7017543859649,-1.1921770163769883e-24
228,-119.99999999999999,-1.049786184411976e-24,-119.99999999999999,-1.1790209428561522e-24
229,-119.29824561403508,-1.0380458011542793e-24,-119.29824561403508,-1.1659276732259125e-24
230,-118.59649122807016,-1.026363568893906e-24,-118.59649122807016,-1.1528974039385527e-24
231,-117.89473684210526,-1.0147396446553661e-24,-117.89473684210526,-1.1399303313775193e-24
232,-117.19298245614034,-1.003174185298883e-24,-117.19298245614034,-1.127026651848206e-24
233,-116.49122807017544,-9.91667347512117e-25,-116.49122807017544,-1.1141865615686437e-24
234,-115.78947368421052,-9.802192878032074e-25,-115.78947368421052,-1.1014102566605668e-24
235,-115.08771929824559,-9.688301624932484e-25,-115.08771929824559,-1.0886979331395392e-24
236,-114.3859649122807,-9.575001277081085e-25,-114.3859649122807,-1.07604978690555e-24
237,-113.68421052631578,-9.462293393710005e-25,-113.68421052631578,-1.0634660137334217e-24
238,-112.98245614035088,-9.350179531949593e-25,-112.98245614035088,-1.0509468092629362e-24
239,-112.28070175438596,-9.238661246742834e-25,-112.28070175438596,-1.03849236898849e-24
240,-111.57894736842104,-9.127740090768245e-25,-111.57894736842104,-1.0261028882495968e-24
241,-110.87719298245614,-9.017417614362753e-25,-110.87719298245614,-1.0137785622203542e-24
242,-110.17543859649122,-8.90769536543707e-25,-110.17543859649122,-1.0015195858987242e-24
243,-109.47368421052632,-8.798574889393869e-25,-109.47368421052632,-9.893261540970345e-25
244,-108.7719298245614,-8.690057729045035e-25,-108.7719298245614,-9.77198461430318e-25
245,-108.07017543859648,-8.582145424531732e-25,-108.07017543859648,-9.651367023065324e-25
246,-107.36842105263158,-8.47483951323788e-25,-107.36842105263158,-9.531410709147112e-25
247,-106.66666666666666,-8.368141529701767e-25,-106.66666666666666,-9.41211761214902e-25
248,-105.96491228070175,-8.262053005538928e-25,-105.96491228070175,-9.293489669265048e-25
249,-105.26315789473684,-8.156575469348112e-25,-105.26315789473684,-9.175528815173639e-25
250,-104.56140350877192,-8.051710446630403e-25,-104.56140350877192,-9.058236981922011e-25
251,-103.85964912280701,-7.9474594597008265e-25,-103.85964912280701,-8.941616098813307e-25
252,-103.1578947368421,-7.843824027593369e-25,-103.1578947368421,-8.825668092289986e-25
253,-102.45614035087719,-7.740805665983862e-25,-102.45614035087719,-8.710394885817217e-25
254,-101.75438596491227,-7.638405887092187e-25,-101.75438596491227,-8.595798399763444e-25
255,-101.05263157894737,-7.5366261995948125e-25,-101.05263157894737,-8.481880551282842e-25
256,-100.35087719298244,-7.435468108535461e-25,-100.35087719298244,-8.368643254193062e-25
257,-99.64912280701753,-7.334933115232007e-25,-99.64912280701753,-8.2560884188558e-25
258,-98.94736842105263,-7.2350227171852605e-25,-98.94736842105263,-8.144217952052668e-25
259,-98.24561403508771,-7.135738407986807e-25,-98.24561403508771,-8.03303375686012e-25
260,-97.54385964912281,-7.037081677228731e-25,-97.54385964912281,-7.922537732525318e-25
261,-96.84210526315789,-6.939054010402991e-25,-96.84210526315789,-7.812731774340122e-25
262,-96.14035087719297,-6.841656888814906e-25,-96.14035087719297,-7.703617773517897e-25
263,-95.43859649122807,-6.744891789486293e-25,-95.43859649122807,-7.595197617058095e-25
264,-94.73684210526315,-6.648760185055787e-25,-94.73684210526315,-7.487473187616481e-25
265,-94.03508771929825,-6.553263543691381e-25,-94.03508771929825,-7.380446363384763e-25
266,-93.33333333333333,-6.458403328986986e-25,-93.33333333333333,-7.274119017949534e-25
267,-92.63157894736841,-6.364180999867448e-25,-92.63157894736841,-7.168493020161553e-25
268,-91.9298245614035,-6.270598010493571e-25,-91.9298245614035,-7.063570234005974e-25
269,-91.22807017543859,-6.177655810164313e-25,-91.22807017543859,-6.959352518462225e-25
270,-90.52631578947368,-6.085355843216165e-25,-90.52631578947368,-6.855841727376116e-25
271,-89.82456140350877,-5.993699548925352e-25,-89.82456140350877,-6.753039709314076e-25
272,-89.12280701754385,-5.902688361408147e-25,-89.12280701754385,-6.650948307435261e-25
273,-88.42105263157895,-5.812323709526833e-25,-88.42105263157895,-6.549569359342969e-25
274,-87.71929824561403,-5.722607016782501e-25,-87.71929824561403,-6.448904696956749e-25
275,-87.01754385964912,-5.633539701214422e-25,-87.01754385964912,-6.348956146360996e-25
276,-86.3157894736842,-5.545123175306013e-25,-86.3157894736842,-6.249725527674236e-25
277,-85.61403508771929,-5.457358845882329e-25,-85.61403508771929,-6.151214654901482e-25
278,-84.91228070175438,-5.370248114000982e-25,-84.91228070175438,-6.053425335789418e-25
279,-84.21052631578947,-5.283792374858098e-25,-84.21052631578947,-5.956359371690978e-25
280,-83.50877192982456,-5.197993017686753e-25,-83.50877192982456,-5.860018557413003e-25
281,-82.80701754385964,-5.112851425648834e-25,-82.80701754385964,-5.764404681074241e-25
282,-82.10526315789473,-5.02836897573441e-25,-82.10526315789473,-5.669519523963347e-25
283,-81.40350877192982,-4.944547038660171e-25,-81.40350877192982,-5.57536486038372e-25
284,-80.7017543859649,-4.861386978764106e-25,-80.7017543859649,-5.481942457517144e-25
285,-80.0,-4.778890153906759e-25,-80.0,-5.389254075266741e-25
286,-79.29824561403508,-4.697057915360265e-25,-79.29824561403508,-5.29730146611215e-25
287,-78.59649122807016,-4.615891607708664e-25,-78.59649122807016,-5.206086374959068e-25
288,-77.89473684210526,-4.53539256874352e-25,-77.89473684210526,-5.115610538997244e-25
289,-77.19298245614034,-4.455562129358597e-25,-77.19298245614034,-5.0258756875330935e-25
290,-76.49122807017544,-4.376401613442653e-25,-76.49122807017544,-4.936883541859921e-25
291,-75.78947368421052,-4.297912337782579e-25,-75.78947368421052,-4.848635815087711e-25
292,-75.08771929824562,-4.220095611948671e-25,-75.08771929824562,-4.761134212003946e-25
293,-74.3859649122807,-4.142952738195888e-25,-74.3859649122807,-4.674380428917505e-25
294,-73.68421052631578,-4.0664850113594706e-25,-73.68421052631578,-4.588376153501613e-25
295,-72.98245614035088,-3.9906937187449104e-25,-72.98245614035088,-4.503123064646203e-25
296,-72.28070175438596,-3.9155801400245102e-25,-72.28070175438596,-4.418622832303688e-25
297,-71.57894736842105,-3.8411455471348795e-25,-71.57894736842105,-4.334877117330978e-25
298,-70.87719298245614,-3.7673912041706696e-25,-70.87719298245614,-4.251887571339954e-25
299,-70.17543859649122,-3.694318367274548e-25,-70.17543859649122,-4.16965583653948e-25
300,-69.47368421052632,-3.621928284536575e-25,-69.47368421052632,-4.0881835455849467e-25
301,-68.7719298245614,-3.550222195891702e-25,-68.7719298245614,-4.0074723214174566e-25
302,-68.0701754385965,-3.4792013330050423e-25,-68.0701754385965,-3.9275237771114836e-25
303,-67.36842105263158,-3.408866919175951e-25,-67.36842105263158,-3.8483395157225283e-25
304,-66.66666666666666,-3.3392201692298792e-25,-66.66666666666666,-3.7699211301253695e-25
305,-65.96491228070175,-3.2702622894102296e-25,-65.96491228070175,-3.692270202861721e-25
306,-65.26315789473684,-3.201994477278673e-25,-65.26315789473684,-3.615388305987886e-25
307,-64.56140350877193,-3.134417921607945e-25,-64.56140350877193,-3.5392770009130114e-25
308,-63.85964912280701,-3.067533802276519e-25,-63.85964912280701,-3.46393783824392e-25
309,-63.1578947368421,-3.001343290167988e-25,-63.1578947368421,-3.38937235763653e-25
310,-62.4561403508772,-2.935847547061034e-25,-62.4561403508772,-3.315582087629404e-25
